,Unnamed: 0,job_titles,companys,location,employment_type,gov_support,salary,links,industrys
211,211,Research Engineer,DYSON OPERATIONS PTE. LTD.,Islandwide,Professional,Government support available,"$4,600to$6,600",https://www.mycareersfuture.sg/job/research-engineer-dyson-operations-7a6d44d0d68a181fc22f9f341d733e23,Engineering
212,212,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$3,500to$4,800",https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-f57c5b05e7a6027d200d59d00bcbda98,Sciences / Laboratory / R&D
213,213,PM  / PMO,SYNECHRON BUSINESS CONSULTING PTE. LTD.,Central,Manager ...,Government support available,"$6,000to$20,000",https://www.mycareersfuture.sg/job/pm-pmo-synechron-business-consulting-f299d8613e911ccbf99c394275f436fa,Banking and Finance
215,215,GF Audit Manager Audit Innovation VP - 18079714,CITIBANK N.A.,East,Middle Management,Government support available,"$10,000to$17,500",https://www.mycareersfuture.sg/job/gf-audit-manager-audit-innovation-vp-18079714-citibank-na-1b2028c30e79c7cd865e917353167f0b,Banking and Finance
216,216,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,,"$5,500to$6,500",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-8a0927ba134156c16d16aedf66509644,Engineering ...
217,217,Software Engineer,SENSETIME INTERNATIONAL PTE. LTD.,Central,Executive ...,Government support available,"$4,500to$5,500",https://www.mycareersfuture.sg/job/software-engineer-sensetime-international-5be84ff5c3cebe26a563c596b4a76f0f,Information Technology
219,219,Software Engineer  /  R&D on Image / Camera processing / chai chee,THE SUPREME HR ADVISORY PTE. LTD.,West,Executive,Government support available,"$3,000to$4,000",https://www.mycareersfuture.sg/job/software-engineer-rd-image-camera-processing-chai-chee-supreme-hr-advisory-246df90bbfbc78d57c8323ffb1faea47,Information Technology
221,221,Automation Developer  /  Bot Developer,KEYREPLY PTE. LTD.,East,Junior Executive,,"$2,800to$3,800",https://www.mycareersfuture.sg/job/automation-developer-bot-developer-keyreply-498cc9147af91ba791c866f80119be06,General Management
222,222,Senior Manager,ORBIUM PTE. LTD.,Central,Senior Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-manager-orbium-73d0060cce8294fd4f597f566452ff4a,Consulting 
223,223,RPA Analyst,TERRABIT CONSULTING PTE. LTD.,Central,Middle Management,,"$6,000to$8,000",https://www.mycareersfuture.sg/job/rpa-analyst-terrabit-consulting-1067207cdfeb3f7d3144d769cf67a777,Information Technology
224,224,AI Product Manager,Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/ai-product-manager-a65a4c01c9f1798c0f6e4cc8f4aeb777,Information Technology
227,227,Data Science Consultant,CPM CONSULTING PTE. LTD.,Central,Professional,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/data-science-consultant-cpm-consulting-a9d71ec23787c5a7eee1c77151fc186a,Information Technology
228,228,Senior Software Engineer,TAIGER SINGAPORE PTE. LTD.,Central,Senior Executive,Government support available,"$7,000to$10,000",https://www.mycareersfuture.sg/job/senior-software-engineer-taiger-singapore-ae8e5a163e647b3e2737ce279509770c,Information Technology
229,229,Software Engineer,TERALYTICS PTE. LTD.,East,Professional,,"$6,000to$12,000",https://www.mycareersfuture.sg/job/software-engineer-teralytics-281f489831dd168aaebcec4fb2d11bdb,Engineering
230,230,Firmware Engineer,SEQUAX PTE. LTD.,South,Executive,Government support available,"$3,000to$7,000",https://www.mycareersfuture.sg/job/firmware-engineer-sequax-55752d7d0ce29d656fdfe57d5cb14305,Engineering
231,231,Full Stack Developer,ENT-VISION PTE. LTD.,Central,Executive,,"$4,000to$4,500",https://www.mycareersfuture.sg/job/full-stack-developer-ent-vision-eab34f0de2302ca3fc8ed31fe5eb0333,Information Technology
232,232,Senior Business Intelligence Analyst,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,East,Senior Executive,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/senior-business-intelligence-analyst-alphatech-business-solutions-e8d59e776a022c474d8eca460576a5e3,Information Technology
233,233,"Engineering, Prime Services Technology, Prime Clearing Ops, Associate (41542)",GOLDMAN SACHS FUTURES PTE LTD,Central,Executive,,"$5,000to$10,000",https://www.mycareersfuture.sg/job/engineering-prime-services-technology-prime-clearing-ops-associate-goldman-sachs-futures-f39a016ab5ca8fa81a04a348e1767f72,Banking and Finance
234,234,"Operations Engineering - Business Application Development Engineer, Analyst (42909)",GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Central,Executive,,"$5,000to$10,000",https://www.mycareersfuture.sg/job/operations-engineering-business-application-development-engineer-analyst-goldman-sachs-services-d78f1b611212e9816fb3954edef0c3fb,Banking and Finance
235,235,"Deployment and Runtime - Application Infrastructure - Platform - DevOps, Executive Director (49224)",GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Central,Executive,,"$7,500to$15,000",https://www.mycareersfuture.sg/job/deployment-runtime-application-infrastructure-platform-devops-executive-director-goldman-sachs-services-b6b88903f8ec304d5ea54e7db9dbb6a0,Banking and Finance
236,236,Deployment and Runtime - Application Infrastructure - Platform - Developer  /  System Engineer (49223),GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Central,Executive,,"$7,500to$15,000",https://www.mycareersfuture.sg/job/deployment-runtime-application-infrastructure-platform-developer-system-engineer-goldman-sachs-services-e4d47a7bee09ea0254ab915e6c956bd7,Banking and Finance
237,237,Deployment and Runtime - Application Infrastructure - Platform - Developer  /  System Engineer,GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Central,Executive,,"$7,500to$15,000",https://www.mycareersfuture.sg/job/deployment-runtime-application-infrastructure-platform-developer-system-engineer-goldman-sachs-services-7065ec2439619d5ac43292df343dd22b,Banking and Finance
238,238,"Platform - Application Infrastructure - Developer  /  System Engineer, Executive Director (41113)",GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.,Central,Executive,,"$7,500to$15,000",https://www.mycareersfuture.sg/job/platform-application-infrastructure-developer-system-engineer-executive-director-goldman-sachs-services-96d95bef56b1db3c5f789a45dc6c087f,Banking and Finance
239,239,Data Scientist,REEBONZ LIMITED,East,Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/data-scientist-reebonz-8223513a45d754551eb4676165ec2c07,Information Technology
240,240,"Head of Data Science, Google Premium Services - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,South,Senior Management,Government support available,"$14,545to$29,090",https://www.mycareersfuture.sg/job/head-data-science-google-premium-services-singapore-google-asia-pacific-2e349469014fdea34bcd43e560a6d275,Information Technology
241,241,"Data Scientist, Global Premium Services, Google Technical Services Professional Services - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,South,Executive,Government support available,"$7,500to$15,000",https://www.mycareersfuture.sg/job/data-scientist-global-premium-services-google-technical-services-professional-services-singapore-google-asia-pacific-b5abca92461a7ab2ccb873c0f4bb7294,Information Technology
242,242,Software Developer - Geospatial Technology Exploitation (Contract),GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$7,000",https://www.mycareersfuture.sg/job/software-developer-geospatial-technology-exploitation-government-technology-agency-5dabae394584ed881691c5d2fc0076a6,Information Technology ...
243,243,"DevOps Engineer, Government Digital Services",GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/devops-engineer-government-digital-services-government-technology-agency-fced681062c441afdc1573bc33017e36,Information Technology ...
244,244,"Senior Manager  /  Assistant Director, Business Development & Industry Engagement",Health Promotion Board,,Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-manager-assistant-director-business-development-industry-engagement-health-promotion-board-1df7611ebde1f5f81b64bacd098a79b0,Marketing / Public Relations  ...
245,245,Business Analyst (Data Analytics),GOVERNMENT TECHNOLOGY AGENCY,,Professional,,Salary undisclosed,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-9e6bb89686d7ae65bd6554890fd0ea0d,Information Technology ...
248,248,Process Control System Engineer,Company Undisclosed,North,Non-executive,Government support available,"$3,400to$6,000",https://www.mycareersfuture.sg/job/process-control-system-engineer-d34d9e45336eb18dda7be3fafe76194f,Engineering ...
249,249,Application Developer,Company Undisclosed,East,Manager ...,,"$5,000to$10,000",https://www.mycareersfuture.sg/job/application-developer-a3b10698aa6a43370f6ccd90400e0880,Information Technology
250,250,Senior Algorithm Engineer,Company Undisclosed,South,Professional,,"$8,000to$12,000",https://www.mycareersfuture.sg/job/senior-algorithm-engineer-50aba61224c24271552a66aa43992f26,Information Technology
253,253,"Senior Applied Research Engineer, Computer Vision and Deep Learning",Company Undisclosed,South,Professional,Government support available,"$10,000to$12,000",https://www.mycareersfuture.sg/job/senior-applied-research-engineer-computer-vision-deep-learning-1f06c233d5dcf1614f129a13d1632f60,Information Technology
254,254,Research Engineer,Company Undisclosed,West,Professional ...,,"$4,000to$4,500",https://www.mycareersfuture.sg/job/research-engineer-4a9770bcd544a7b18784382930273040,Engineering
255,255,KYC Automation Program Director,Company Undisclosed,South,Executive,,"$10,000to$14,500",https://www.mycareersfuture.sg/job/kyc-automation-program-director-fab6d6038f9d05c4ba59e47b232fbcf8,Banking and Finance
256,256,Product Development Engineer (68886),Company Undisclosed,East,Fresh/entry level ...,,"$3,500to$3,700",https://www.mycareersfuture.sg/job/product-development-engineer-a96a631d59c7ac9051ecca1970aba36a,Engineering
257,257,DATA  ANALYST,Company Undisclosed,Islandwide,Senior Executive,Government support available,"$6,000to$7,500",https://www.mycareersfuture.sg/job/data-analyst-55a4389d9650934c9aa5c542134ccd92,Information Technology
258,258,Research Assistant,Company Undisclosed,East,Professional,,"$3,250to$4,500",https://www.mycareersfuture.sg/job/research-assistant-0c0cbc102e71f9ece07fd7d5a4035d33,Others ...
0,0,Dry Bulk Shipping Data Analyst,IHS GLOBAL PTE. LTD.,Central,Executive,Government support available,"$55,000to$65,000",https://www.mycareersfuture.sg/job/dry-bulk-shipping-data-analyst-ihs-global-947aa61130f1897d106d97a2e481e8d3,Others
1,1,Data Analyst – 12 month contract – Singapore,ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,South,Executive,,"$4,000to$7,000",https://www.mycareersfuture.sg/job/data-analyst-%E2%80%93-12-month-contract-%E2%80%93-singapore-allegis-group-singapore-550ad6d9f9671de6d55908aac107e3c4,Information Technology
2,2,Junior Data Analyst,OBSERVATIONAL AND PRAGMATIC RESEARCH INSTITUTE PTE. LTD.,East,Junior Executive,Government support available,"$3,000to$4,000",https://www.mycareersfuture.sg/job/junior-data-analyst-observational-pragmatic-research-institute-071461b4082e679a0d441248ab242c08,Information Technology
3,3,Junior Data Analyst,OBSERVATIONAL AND PRAGMATIC RESEARCH INSTITUTE PTE. LTD.,East,Junior Executive,Government support available,"$3,000to$4,000",https://www.mycareersfuture.sg/job/junior-data-analyst-observational-pragmatic-research-institute-7a024ac411a5a189f7b9ec59286772d8,Information Technology
5,5,2019 Market Data Analyst,BLOOMBERG SINGAPORE PTE. LTD.,Central,Fresh/entry level,Government support available,"$75,000to$85,000",https://www.mycareersfuture.sg/job/2019-market-data-analyst-bloomberg-singapore-7a7e3a49f59da9e8288ff9b594ef0dd8,Banking and Finance
6,6,Senior Level Data Analyst,TRAVELOKA SERVICES PTE. LTD.,Central,Senior Executive,,"$8,300to$15,000",https://www.mycareersfuture.sg/job/senior-level-data-analyst-traveloka-services-32f09a915860f3b9648f4393ab03b741,Information Technology
7,7,Mid - Senior Level Data Analyst,TRAVELOKA SERVICES PTE. LTD.,Central,Executive,,"$6,100to$10,700",https://www.mycareersfuture.sg/job/mid-senior-level-data-analyst-traveloka-services-e724cfc928479c576d5b2a469a146066,Information Technology
8,8,Mid Level Data Analyst,TRAVELOKA SERVICES PTE. LTD.,Central,Junior Executive,,"$4,300to$7,600",https://www.mycareersfuture.sg/job/mid-level-data-analyst-traveloka-services-d68e6cca2bd03f98ec3c5bcd51b0b376,Information Technology
9,9,Junior - Mid Level Data Analyst,TRAVELOKA SERVICES PTE. LTD.,Central,Junior Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/junior-mid-level-data-analyst-traveloka-services-3c75a2eb4e25e7d053d53de15f926719,Information Technology
10,10,Data Analyst,GRABTAXI HOLDINGS PTE. LTD.,Central,Executive,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/data-analyst-grabtaxi-holdings-1baf89bf2697118c0a914095815dd373,Information Technology
13,13,Digital Data Analyst,KERRY CONSULTING PTE. LTD.,Central,Middle Management,Government support available,"$6,000to$10,000",https://www.mycareersfuture.sg/job/digital-data-analyst-kerry-consulting-7b9dca9acb10200b5152f48c6e23d25d,Information Technology
14,14,Data Analyst,SMARTKARMA INNOVATIONS PTE. LTD.,East,Junior Executive,Government support available,"$26,000to$48,000",https://www.mycareersfuture.sg/job/data-analyst-smartkarma-innovations-f507df91f8aaa04f9949d5837d0fe60f,Information Technology
15,15,Data Analyst,GUMI ASIA PTE. LTD.,South,Junior Executive,,"$2,800to$3,800",https://www.mycareersfuture.sg/job/data-analyst-gumi-asia-c773036141babed8aecb5c926c1b2837,Others
16,16,Data Analyst,FUTUREX TECHNOLOGIES PTE. LTD.,West,Executive,Government support available,"$6,000to$6,500",https://www.mycareersfuture.sg/job/data-analyst-futurex-technologies-7007d5409cdf7c35b60fd75badff954b,Information Technology
17,17,Data Analyst,GUMI ASIA PTE. LTD.,South,Junior Executive,,"$2,800to$3,800",https://www.mycareersfuture.sg/job/data-analyst-gumi-asia-93d05ca8e6782363ae323c467d94b1b2,Others
18,18,"Data Analyst, Transformation Project",CHANDLER MACLEOD GROUP PTE. LTD.,Central,Senior Executive,,"$4,000to$6,000",https://www.mycareersfuture.sg/job/data-analyst-transformation-project-chandler-macleod-group-24926b459347ba55308cd4fa6b57d7b5,Information Technology
19,19,"Data Analyst (Stack) - 1 year contract, Group Customer Analytics & Decisioning",OVERSEA-CHINESE BANKING CORPORATION LIMITED,Central,Senior Executive,Government support available,"$5,000to$9,000",https://www.mycareersfuture.sg/job/data-analyst-1-year-contract-group-customer-analytics-decisioning-oversea-chinese-banking-corporation-5b120f77eb039c7564c88a45aa75535f,Others
21,21,Senior Data Analyst,GRABTAXI HOLDINGS PTE. LTD.,"North, Central",Executive ...,Government support available,"$5,000to$8,000",https://www.mycareersfuture.sg/job/senior-data-analyst-grabtaxi-holdings-7e08b7a5b79f217e6cac17a953187bad,Information Technology
22,22,Senior Data Analyst,U3 INFOTECH PTE. LTD.,Central,Senior Executive,,"$5,000to$6,000",https://www.mycareersfuture.sg/job/senior-data-analyst-u3-infotech-94bd5065c37588a6d6e1f4d8d022fa18,Information Technology
23,23,Data Analyst,U3 INFOTECH PTE. LTD.,Central,Executive,,"$4,000to$6,000",https://www.mycareersfuture.sg/job/data-analyst-u3-infotech-6d6ba35c5b89399f784425eebc16df61,Information Technology
24,24,Data Analyst,EDELMAN SINGAPORE PTE. LTD.,East,Senior Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/data-analyst-edelman-singapore-26372cf2f0954566297cbd6fe7f199f8,Others
25,25,Data Analyst,ECQUARIA TECHNOLOGIES PTE LTD,Central,Middle Management ...,Government support available,"$4,000to$5,000",https://www.mycareersfuture.sg/job/data-analyst-ecquaria-technologies-6065c132ffd762ff8043c181a3f71fdc,Information Technology
26,26,"Wealth Management – Senior Data Analyst, Client Analytics - Associate",DEUTSCHE BANK AKTIENGESELLSCHAFT,Central,Professional,Government support available,"$6,000to$9,000",https://www.mycareersfuture.sg/job/wealth-management-%E2%80%93-senior-data-analyst-client-analytics-associate-deutsche-bank-aktiengesellschaft-18457b38a0ba02f6a566296e50ea6274,Banking and Finance
28,28,"Investment Data Analyst, Global Asset Management",BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/investment-data-analyst-global-asset-management-bluechip-platforms-asia-36af864c4016ead1d8d7e021b3c877a3,Banking and Finance
29,29,Senior Data Analyst,RGF TALENT SOLUTIONS SINGAPORE PTE. LTD.,Islandwide,Senior Executive,,"$8,000to$12,500",https://www.mycareersfuture.sg/job/senior-data-analyst-rgf-talent-solutions-singapore-7e0d7177b1bcabba606d73b4c57f65c1,Information Technology
30,30,Risk data Analyst,Company Undisclosed,Central,Executive,Government support available,"$3,000to$4,000",https://www.mycareersfuture.sg/job/risk-data-analyst-cac40e8808a6a0c4112864a0633e3778,Banking and Finance
31,31,Quality Data Analyst,ADECCO PERSONNEL PTE LTD,North,Junior Executive,,"$3,500to$4,800",https://www.mycareersfuture.sg/job/quality-data-analyst-adecco-personnel-34f4175aa229b0e405a44ef9f88ff16c,Information Technology ...
32,32,Data Analyst,ADECCO PERSONNEL PTE LTD,Central,Fresh/entry level ...,,"$3,500to$5,800",https://www.mycareersfuture.sg/job/data-analyst-adecco-personnel-53aa81b4703a7168cfd3288ad3625e7b,Others
33,33,"Commercial Data Analyst (East, Advanced Excel, SQL, Tableau, Up to $5.5K)",GMP RECRUITMENT SERVICES (S) PTE LTD,East,Executive ...,Government support available,"$4,500to$5,500",https://www.mycareersfuture.sg/job/commercial-data-analyst-gmp-recruitment-services-791c9b319e8fc26ee88a691f7f4867c9,Banking and Finance
34,34,Data Analyst,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,"South, East, Central",Professional,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/data-analyst-hydrogen-consulting-solutions-d71c348ca2407b61bf80ab1839c8840e,Banking and Finance
35,35,Research Data Analyst,ML CONSULTING PTE LTD,Central,Non-executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/research-data-analyst-ml-consulting-87359afcc475605215ad0e8bfe164e97,Marketing / Public Relations 
37,37,Business Data Analyst,RGF TALENT SOLUTIONS SINGAPORE PTE. LTD.,Islandwide,Senior Executive,,"$6,000to$10,000",https://www.mycareersfuture.sg/job/business-data-analyst-rgf-talent-solutions-singapore-e227798c1e276d3890ba130217f4e94a,Marketing / Public Relations 
38,38,Data analyst,SBS TRANSIT LTD,Central,Non-executive,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/data-analyst-sbs-transit-80bfa22b3640dd3083526ddc05ad28d3,Information Technology
39,39,Industrial Data Analyst,IC PRO OG TECHNOLOGIES PTE. LTD.,South,Middle Management,,"$6,000to$12,000",https://www.mycareersfuture.sg/job/industrial-data-analyst-ic-pro-og-technologies-54f97212692a7eb2121719d4cf958a5e,Engineering
40,40,Business Data Analyst,RGF TALENT SOLUTIONS SINGAPORE PTE. LTD.,Islandwide,Senior Executive,,"$5,500to$7,500",https://www.mycareersfuture.sg/job/business-data-analyst-rgf-talent-solutions-singapore-1c39d70cd0ee3b916a6c6e812e9ea051,Information Technology
41,41,CRM Executive (Data Analyst / CRM Datamining),BIZHUB ASIA PTE. LTD.,South,Junior Executive,,"$2,500to$3,000",https://www.mycareersfuture.sg/job/crm-executive-bizhub-asia-06fc20e9b9860744903fec432b3152e4,Marketing / Public Relations 
43,43,eDiscovery Data Collections Analyst,UBS AG,Central,Senior Executive,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/ediscovery-data-collections-analyst-ubs-ag-24b0b5484b4aea0d1575fb30ec50717c,Banking and Finance
45,45,People Data Centre Social Analyst,UNILEVER ASIA PRIVATE LIMITED,South,Senior Executive,Government support available,"$5,500to$10,000",https://www.mycareersfuture.sg/job/people-data-centre-social-analyst-unilever-asia-137ed378201544f9a679d72495e0df92,Marketing / Public Relations 
46,46,Data  / MIS Business Analyst,HELIUS TECHNOLOGIES PTE. LTD.,Islandwide,Professional,Government support available,"$7,500to$10,000",https://www.mycareersfuture.sg/job/data-mis-business-analyst-helius-technologies-caa066696d6f252f39ab60ea1d90973a,Information Technology
47,47,Data Science Analyst,ENT-VISION PTE. LTD.,Central,Executive,,"$4,000to$4,500",https://www.mycareersfuture.sg/job/data-science-analyst-ent-vision-043917ee6e36e1118a98ed45f92f10e6,Information Technology
48,48,"IT Project Manager  /  Business Analyst, Data and Processes",ANTAES ASIA PTE. LTD.,Islandwide,Junior Executive,,"$8,000to$10,000",https://www.mycareersfuture.sg/job/project-manager-business-analyst-data-processes-antaes-asia-e0566ece2fcddd2c37fca036f10c6ddb,Consulting  ...
49,49,Data Management Analyst,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,East,Non-executive,,"$3,000to$3,500",https://www.mycareersfuture.sg/job/data-management-analyst-manpower-staffing-services-06eb7fb7ab566994f030c56b27a3c384,Advertising / Media  ...
51,51,"Data Entry Analyst (6 months contract, MBFC) Legal Team",ALLEGIS GLOBAL SOLUTIONS (SINGAPORE) PTE. LTD.,East,Executive ...,,"$2,400to$2,700",https://www.mycareersfuture.sg/job/data-entry-analyst-legal-team-allegis-global-solutions-2a55f081cb4ce45d1e830c1594815108,Admin / Secretarial
52,52,DLP (Data Loss Prevention) Analyst,INTERNATIONAL APPLICATION SOLUTIONS PTE LTD,Central,Professional,Government support available,"$6,500to$9,000",https://www.mycareersfuture.sg/job/dlp-analyst-international-application-solutions-d6623e4af17d1e8de0773b498d7d1c8b,Information Technology
53,53,"Assistant Manager / Manager, Data Technology (IT Business Analyst)",RESORTS WORLD AT SENTOSA PTE. LTD.,Central,Manager,Government support available,"$4,000to$8,000",https://www.mycareersfuture.sg/job/assistant-manager-manager-data-technology-resorts-world-sentosa-47580777bc5c26f358b51af21afd9f33,Information Technology
54,54,"Analyst, Data Loss Prevention (1 Year Contract)",RESOURCE SOLUTIONS CONSULTING SINGAPORE PTE. LTD.,Central,Professional,Government support available,"$2,900to$4,430",https://www.mycareersfuture.sg/job/analyst-data-loss-prevention-mufg-bank-singapore-branch-0e549ecb0d929f89a33b10f68bbb42ce,Banking and Finance
60,60,Data and Analytics Lead,THE GOVT PRIVATE LIMITED,South,Manager,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/data-analytics-lead-govt-30350906feb2873b728135416dff3262,Advertising / Media  ...
65,65,Project Analyst,THE STAKEHOLDER COMPANY PTE. LTD.,East,Professional,Government support available,"$3,000to$4,000",https://www.mycareersfuture.sg/job/project-analyst-stakeholder-company-4433f5bb9e1af8214a22823f357e1fbd,Admin / Secretarial
67,67,Senior Consultant Data Analytics,UNIMAS CONSULTING SOLUTIONS PTE. LTD.,Central,Middle Management,Government support available,"$6,000to$9,000",https://www.mycareersfuture.sg/job/senior-consultant-data-analytics-unimas-consulting-solutions-08c8375d6f7ad44caf92e1b9564ff1a3,Consulting 
70,70,"Senior Executive, Data Management",Singapore Land Authority,,Executive,,"$2,800to$5,600",https://www.mycareersfuture.sg/job/senior-executive-data-management-singapore-land-authority-8d8f05a3a05a9318c493d661f784af72,Information Technology ...
71,71,Informatica Developer,ADDSTONES SAS,Central,Manager,Government support available,"$5,000to$9,000",https://www.mycareersfuture.sg/job/informatica-developer-addstones-sas-f2051b88516ce9d7f9297ea32965a1fd,Consulting  ...
73,73,"Senior Associate, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Executive,,"$4,100to$8,200",https://www.mycareersfuture.sg/job/senior-associate-data-analytics-advisory-ernst-young-advisory-96e887fde2a1a3026b0f97d217ac2eda,Consulting 
74,74,"Associate, Advisory Data and Analytics",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/associate-advisory-data-analytics-ernst-young-advisory-04e7a6768a03ff3a546153663879c274,Consulting 
75,75,"Associate, Advisory Data and Analytics",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/associate-advisory-data-analytics-ernst-young-advisory-206ebc52e95674b6107a3f28f109848f,Consulting 
76,76,"Associate, Advisory Data and Analytics",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/associate-advisory-data-analytics-ernst-young-advisory-a39cbc759f5dcf234b4d8b3dfb45fe9f,Consulting 
78,78,"Senior Associate, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Executive,,"$4,100to$8,200",https://www.mycareersfuture.sg/job/senior-associate-data-analytics-advisory-ernst-young-advisory-e69441151b61f82e1365e2cbeac67a39,Consulting 
81,81,Alteryx Developer,ADDSTONES SAS,Central,Manager,Government support available,"$5,000to$9,000",https://www.mycareersfuture.sg/job/alteryx-developer-addstones-sas-58be5511f6a66dd31482804c0fe3e01b,Consulting  ...
82,82,Data Quality Specialist,NES GLOBAL PTE. LTD.,West,Professional,Government support available,"$10,000to$15,000",https://www.mycareersfuture.sg/job/data-quality-specialist-nes-global-0f1a573045839cd52825d883fbd10fa5,Engineering
83,83,Datawarehouse Consultant,R SYSTEMS (SINGAPORE) PTE LIMITED,South,Executive,Government support available,"$6,000to$7,000",https://www.mycareersfuture.sg/job/datawarehouse-consultant-r-systems-cdd043d9474734e6189d33aa8e9778a6,Information Technology
85,85,Quality Admin (6-9months contract),WANCO MANPOWER PTE LTD,West,Non-executive,,"$1,800to$3,000",https://www.mycareersfuture.sg/job/quality-admin-wanco-manpower-a2232ed8c5bbf04db47752023bff618c,Admin / Secretarial
86,86,Datawarehouse Consultant,INFOGAIN SOLUTIONS PTE. LIMITED,South,Professional,Government support available,"$4,500to$6,000",https://www.mycareersfuture.sg/job/datawarehouse-consultant-infogain-solutions-e91fa08601456cf678b3aec4c5fd479d,Engineering
87,87,Informatica Developer,ITCAN PTE. LIMITED,Islandwide,Professional ...,Government support available,"$4,000to$7,500",https://www.mycareersfuture.sg/job/informatica-developer-itcan-49a177c846157e29852dac5925ef5e6c,Information Technology
88,88,Data Analyst,Company Undisclosed,Islandwide,Executive ...,Government support available,"$3,500to$4,500",https://www.mycareersfuture.sg/job/data-analyst-07bea28e23a890681f743e2c00e01f2d,Others
89,89,Data Analyst,Company Undisclosed,Central,Professional,Government support available,"$7,500to$9,000",https://www.mycareersfuture.sg/job/data-analyst-8192e95c174699cdc34b4409185f70a4,Others
90,90,Data Analyst,Company Undisclosed,Central,Professional,Government support available,"$6,000to$7,500",https://www.mycareersfuture.sg/job/data-analyst-371c128516edd09c115dd8d60f55681f,Others
93,93,Talend ETL Developer,Company Undisclosed,Central,Executive,Government support available,"$6,500to$7,500",https://www.mycareersfuture.sg/job/talend-etl-developer-0336b06c32382e123bcb09896c9bff67,Information Technology
0,0,"Snr Associate, Big Data Risk Developer, Middle Office Technology, T&O (19000058)",DBS BANK LTD.,East,Senior Executive,Government support available,"$5,000to$9,000",https://www.mycareersfuture.sg/job/snr-associate-big-data-risk-developer-middle-office-technology-to-dbs-bank-a45380297fbe517246db143414217a6f,Information Technology
3,3,Big Data Developer,UNISOFT INFOTECH PTE LTD,East,Professional,,"$5,000to$8,000",https://www.mycareersfuture.sg/job/big-data-developer-unisoft-infotech-6bcc4860e8128696c66558007b50b566,Information Technology
4,4,"Senior Manager, Big Data IM, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Senior Management,,"$8,000to$16,000",https://www.mycareersfuture.sg/job/senior-manager-big-data-im-advisory-ernst-young-advisory-6893fdf95ba8c191ac263e148c361df9,Consulting  ...
5,5,Big Data Administrator,THATZ INTERNATIONAL PTE LTD,Central,Executive,Government support available,"$4,500to$5,700",https://www.mycareersfuture.sg/job/big-data-administrator-thatz-international-9564001377ca7f4bf172ab9c1257c691,Information Technology
6,6,Big Data Administrator,ADECCO PERSONNEL PTE LTD,Islandwide,Executive,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/big-data-administrator-adecco-personnel-8f8ac46887e8d4c8761b9c96b13d8a98,Information Technology
